pokedex_number,name,generation,classfication,abilities,height_m,weight_kg,type1,type2,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,capture_rate,base_egg_steps,base_happiness,is_legendary,is_mythical,is_mega
877,Morpeko-Hangry,8,Two-Sided Pokemon,['Hunger Switch'],0.29999999999999988,3,Electric,Dark,436,58,95,58,70,58,97,2,0.5,1,0.5,2,2,1,0.5,0.5,1,2,1,1,1,0,1,0.5,1,180,2570,50,0,0,0
878,Cufant,8,Copperderm Pokemon,"['Sheer Force', 'Heavy Metal']",1.2,100,Steel,,330,72,80,49,40,49,40,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,190,6425,50,0,0,0
879,Copperajah,8,Copperderm Pokemon,"['Sheer Force', 'Heavy Metal']",3,650,Steel,,500,122,130,69,80,69,30,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,90,6425,50,0,0,0
880,Dracozolt,8,Fossil Pokemon,"['Volt Absorb', 'Hustle', 'Sand Rush']",1.8,190,Electric,Dragon,505,90,100,90,80,70,75,1,1,2,0,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,45,8995,50,0,0,0
881,Arctozolt,8,Fossil Pokemon,"['Volt Absorb', 'Static', 'Slush Rush']",2.2999999999999998,150,Electric,Ice,505,90,100,90,90,80,55,1,1,1,0,1,2,2,0.5,1,1,2,0.5,1,1,1,2,1,1,45,8995,50,0,0,0
882,Dracovish,8,Fossil Pokemon,"['Water Absorb', 'Strong Jaw', 'Sand Rush']",2.2999999999999998,215,Water,Dragon,505,90,90,100,70,80,75,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0,45,8995,50,0,0,0
883,Arctovish,8,Fossil Pokemon,"['Water Absorb', 'Ice Body', 'Slush Rush']",2,175,Water,Ice,505,90,90,100,80,90,55,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0,45,8995,50,0,0,0
884,Duraludon,8,Alloy Pokemon,"['Light Metal', 'Heavy Metal', 'Stalwart']",1.8,40,Steel,Dragon,535,70,95,115,120,50,85,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,45,7710,50,0,0,0
885,Dreepy,8,Lingering Pokemon,"['Clear Body', 'Infiltrator', 'Cursed Body']",0.5,2,Dragon,Ghost,270,28,60,30,40,30,82,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,45,10280,50,0,0,0
886,Drakloak,8,Caretaker Pokemon,"['Clear Body', 'Infiltrator', 'Cursed Body']",1.3999999999999999,11,Dragon,Ghost,410,68,80,50,60,50,102,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,45,10280,50,0,0,0
887,Dragapult,8,Stealth Pokemon,"['Clear Body', 'Infiltrator', 'Cursed Body']",3,50,Dragon,Ghost,600,88,120,75,100,75,142,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,45,10280,50,0,0,0
888,Zacian-Crowned,8,Warrior Pokemon,['Intrepid Sword'],2.7999999999999998,355,Fairy,Steel,720,92,170,115,80,115,148,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,10,30840,0,1,0,0
888,Zacian-*,8,Warrior Pokemon,['Intrepid Sword'],2.7999999999999998,110,Fairy,,670,92,130,115,80,115,138,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,10,30840,0,1,0,0
889,Zamazenta-Crowned,8,Warrior Pokemon,['Dauntless Shield'],2.8999999999999999,785,Fighting,Steel,720,92,130,145,80,145,128,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,10,30840,0,1,0,0
889,Zamazenta-*,8,Warrior Pokemon,['Dauntless Shield'],2.8999999999999999,210,Fighting,,670,92,130,115,80,115,138,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,10,30840,0,1,0,0
890,Eternatus,8,Gigantic Pokemon,['Pressure'],20,950,Poison,Dragon,690,140,85,95,145,95,130,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,255,30840,0,1,0,0
891,Kubfu,8,Wushu Pokemon,['Inner Focus'],0.59999999999999987,12,Fighting,,385,60,90,60,53,50,72,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,3,30840,50,1,0,0
892,Urshifu-*,8,Wushu Pokemon,['Unseen Fist'],1.8999999999999999,105,Fighting,Dark,550,100,130,100,63,60,97,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,3,30840,50,1,0,0
892,Urshifu-RapidStrike,8,Wushu Pokemon,['Unseen Fist'],1.8999999999999999,105,Fighting,Water,550,100,130,100,63,60,97,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,3,30840,50,1,0,0
893,Zarude,8,Rogue Monkey Pokemon,['Leaf Guard'],1.8,70,Dark,Grass,600,105,120,105,70,95,105,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,3,30840,0,0,1,0
894,Regieleki,8,Electron Pokemon,['Transistor'],1.2,145,Electric,,580,80,100,50,100,50,200,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,3,30840,35,1,0,0
895,Regidrago,8,Dragon Orb Pokemon,['Dragon's Maw'],2.1000000000000001,200,Dragon,,580,200,100,50,100,50,80,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,3,30840,35,1,0,0
896,Glastrier,8,Wild Horse Pokemon,['Chilling Neigh'],2.2000000000000002,208,Ice,,580,100,145,130,65,110,30,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,3,30840,35,1,0,0
897,Spectrier,8,Swift Horse Pokemon,['Grim Neigh'],2,44.5,Ghost,,580,100,65,60,145,80,130,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,3,30840,35,1,0,0
898,Calyrex,8,King Pokemon,['Unnerve'],1.1000000000000001,7.7000000000000002,Psychic,Grass,500,80,80,80,80,80,80,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,3,30840,100,1,0,0
898,Calyrex-Ice,8,King Pokemon,['As One'],2.3999999999999999,8091.1000000000004,Psychic,Ice,680,100,165,150,85,130,50,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,3,30840,100,1,0,0
898,Calyrex-Shadow,8,King Pokemon,['As One'],2.3999999999999999,53.600000000000001,Psychic,Ghost,680,100,85,80,165,100,150,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,3,30840,100,1,0,0
899,Wyrdeer,8,Big Horn Pokemon,"['Intimidate', 'Frisk', 'Sap Sipper']",1.8,95.099999999999994,Normal,Psychic,525,103,105,72,105,75,65,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,,,,0,0,0
900,Kleavor,8,Axe Pokemon,"['Swarm', 'Sheer Force', 'Steadfast']",1.8,89,Bug,Rock,500,70,135,95,45,70,85,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,,,,0,0,0
901,Ursaluna,8,Peat Pokemon,"['Guts', 'Bulletproof', 'Unnerve']",2.3999999999999999,290,Normal,Ground,550,130,140,105,45,80,50,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,,,,0,0,0
902,Basculegion,8,Big Fish Pokemon,"['Rattled', 'Adaptability', 'Mold Breaker']",3,110,Water,Ghost,530,120,112,65,80,75,75,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,,,,0,0,0
902,Basculegion-F,8,Big Fish Pokemon,"['Rattled', 'Adaptability', 'Mold Breaker']",3,110,Water,Ghost,530,120,92,65,100,75,78,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,,,,0,0,0
903,Sneasler,8,Free Climb Pokemon,"['Pressure', 'Poison Touch']",1.3,43,Poison,Fighting,510,80,130,60,40,80,120,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,,,,0,0,0
904,Overqwil,8,Pin Cluster Pokemon,"['Poison Point', 'Swift Swim', 'Intimidate']",2.5,60.5,Dark,Poison,510,85,115,95,65,65,85,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,,,,0,0,0
905,Enamorus,8,Love-Hate Pokemon,"['Healer', 'Contrary']",1.6000000000000001,48,Fairy,Flying,580,74,115,70,135,80,106,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,,,,1,0,0
905,Enamorus-Therian,8,Love-Hate Pokemon,['Overcoat'],1.6000000000000001,48,Fairy,Flying,580,74,115,110,135,100,46,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,,,,1,0,0
906,Sprigatito,9,Grass Cat Pokémon,"['Overgrow', 'Protean']",0.40000000000000002,4.0999999999999996,Grass,,310,40,61,54,45,45,65,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,2560,50,0,0,0
907,Floragato,9,Grass Cat Pokémon,"['Overgrow', 'Protean']",0.90000000000000002,12.199999999999999,Grass,,410,61,80,63,60,63,83,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,2560,50,0,0,0
908,Meowscarada,9,Magician Pokémon,"['Overgrow', 'Protean']",1.5,31.199999999999999,Grass,Dark,530,76,110,70,81,70,123,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,45,2560,50,0,0,0
909,Fuecoco,9,Fire Croc Pokémon,"['Blaze', 'Unaware']",0.40000000000000002,9.8000000000000007,Fire,,310,67,45,59,63,40,36,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,2560,50,0,0,0
910,Crocalor,9,Fire Croc Pokémon,"['Blaze', 'Unaware']",1,30.699999999999999,Fire,,411,81,55,78,90,58,49,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,2560,50,0,0,0
911,Skeledirge,9,Singer Pokémon,"['Blaze', 'Unaware']",1.6000000000000001,326.5,Fire,Ghost,530,104,75,100,110,75,66,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,45,2560,50,0,0,0
912,Quaxly,9,Duckling Pokémon,"['Torrent', 'Moxie']",0.5,6.0999999999999996,Water,,310,55,65,45,50,45,50,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,2560,50,0,0,0
913,Quaxwell,9,Practicing Pokémon,"['Torrent', 'Moxie']",1.2,21.5,Water,,410,70,85,65,65,60,65,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,2560,50,0,0,0
914,Quaquaval,9,Dancer Pokémon,"['Torrent', 'Moxie']",1.8,61.899999999999999,Water,Fighting,530,85,120,80,85,75,85,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,45,2560,50,0,0,0
915,Lechonk,9,Hog Pokémon,"['Aroma Veil', 'Gluttony', 'Thick Fat']",0.5,10.199999999999999,Normal,,254,54,45,40,35,45,35,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,1920,50,0,0,0
916,Oinkologne,9,Hog Pokémon,"['Lingering Aroma', 'Gluttony', 'Aroma Veil', 'Gluttony', 'Thick Fat']",1,120,Normal,,489,110,100,75,59,80,65,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,,50,0,0,0
916,Oinkologne-F,9,Hog Pokémon,"['Lingering Aroma', 'Gluttony', 'Aroma Veil', 'Gluttony', 'Thick Fat']",1,120,Normal,,489,115,90,70,59,90,65,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,,50,0,0,0
917,Tarountula,9,String Ball Pokémon,"['Insomnia', 'Stakeout']",0.29999999999999988,4,Bug,,210,35,41,45,29,40,20,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,255,1920,50,0,0,0
918,Spidops,9,Trap Pokémon,"['Insomnia', 'Stakeout']",1,16.5,Bug,,404,60,79,92,52,86,35,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,120,1920,50,0,0,0
919,Nymble,9,Grasshopper Pokémon,"['Swarm', 'Tinted Lens']",0.20000000000000001,1,Bug,,210,33,46,40,21,25,45,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,190,2560,20,0,0,0
920,Lokix,9,Grasshopper Pokémon,"['Swarm', 'Tinted Lens']",1,17.5,Bug,Dark,450,71,102,78,52,55,92,2,0.5,1,1,2,1,2,2,0.5,0.5,0.5,1,1,1,0,2,1,1,30,2560,0,0,0,0
921,Pawmi,9,Mouse Pokémon,"['Static', 'Natural Cure', 'Iron Fist']",0.29999999999999988,2.5,Electric,,240,45,50,20,40,25,60,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,190,1920,50,0,0,0
922,Pawmo,9,Mouse Pokémon,"['Volt Absorb', 'Natural Cure', 'Iron Fist']",0.40000000000000002,6.5,Electric,Fighting,350,60,75,40,50,40,85,0.5,0.5,1,0.5,2,1,1,1,1,1,2,1,1,1,2,0.5,0.5,1,80,1920,50,0,0,0
923,Pawmot,9,Hands-On Pokémon,"['Volt Absorb', 'Natural Cure', 'Iron Fist']",0.90000000000000002,41,Electric,Fighting,490,70,115,70,70,60,105,0.5,0.5,1,0.5,2,1,1,1,1,1,2,1,1,1,2,0.5,0.5,1,45,1920,50,0,0,0
924,Tandemaus,9,Couple Pokémon,"['Run Away', 'Pickup', 'Own Tempo']",0.29999999999999988,1.8,Normal,,305,50,50,45,40,45,75,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,150,1280,50,0,0,0
925,Maushold-Four,9,Family Pokémon,"['Friend Guard', 'Cheek Pouch', 'Technician']",0.29999999999999988,2.7999999999999998,Normal,,470,74,75,70,65,75,111,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,75,,50,0,0,0
925,Maushold,9,Family Pokémon,"['Friend Guard', 'Cheek Pouch', 'Technician']",0.29999999999999988,2.2999999999999998,Normal,,470,74,75,70,65,75,111,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,75,,50,0,0,0
926,Fidough,9,Puppy Pokémon,"['Own Tempo', 'Klutz']",0.29999999999999988,10.9,Fairy,,312,37,55,70,30,55,65,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,190,2560,50,0,0,0
927,Dachsbun,9,Dog Pokémon,"['Well-Baked Body', 'Aroma Veil']",0.5,14.9,Fairy,,477,57,80,115,50,80,95,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,90,2560,50,0,0,0
928,Smoliv,9,Olive Pokémon,"['Early Bird', 'Harvest']",0.29999999999999988,6.5,Grass,Normal,260,41,35,45,58,51,30,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,255,2560,50,0,0,0
929,Dolliv,9,Olive Pokémon,"['Early Bird', 'Harvest']",0.59999999999999987,11.9,Grass,Normal,354,52,53,60,78,78,33,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,120,2560,50,0,0,0
930,Arboliva,9,Olive Pokémon,"['Seed Sower', 'Harvest']",1.3999999999999999,48.200000000000003,Grass,Normal,510,78,69,90,125,109,39,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,45,2560,50,0,0,0
931,Squawkabilly-Green,9,Parrot Pokémon,"['Intimidate', 'Hustle', 'Guts', 'Sheer Force', 'Guts', 'Guts', 'Sheer Force', 'Sheer Force']",0.59999999999999987,2.3999999999999999,Normal,Flying,417,82,96,51,45,51,92,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,190,,50,0,0,0
931,Squawkabilly-Blue,9,Parrot Pokémon,"['Intimidate', 'Hustle', 'Guts', 'Sheer Force', 'Guts', 'Guts', 'Sheer Force', 'Sheer Force']",0.59999999999999987,2.3999999999999999,Normal,Flying,417,82,96,51,45,51,92,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,190,,50,0,0,0
931,Squawkabilly-Yellow,9,Parrot Pokémon,"['Intimidate', 'Hustle', 'Guts', 'Sheer Force', 'Guts', 'Guts', 'Sheer Force', 'Sheer Force']",0.59999999999999987,2.3999999999999999,Normal,Flying,417,82,96,51,45,51,92,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,190,,50,0,0,0
931,Squawkabilly-White,9,Parrot Pokémon,"['Intimidate', 'Hustle', 'Guts', 'Sheer Force', 'Guts', 'Guts', 'Sheer Force', 'Sheer Force']",0.59999999999999987,2.3999999999999999,Normal,Flying,417,82,96,51,45,51,92,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,190,,50,0,0,0
932,Nacli,9,Rock Salt Pokémon,"['Purifying Salt', 'Sturdy', 'Clear Body']",0.40000000000000002,16,Rock,,280,55,55,75,35,35,25,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,255,2560,50,0,0,0
933,Naclstack,9,Rock Salt Pokémon,"['Purifying Salt', 'Sturdy', 'Clear Body']",0.59999999999999987,105,Rock,,355,60,60,100,35,65,35,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,120,2560,50,0,0,0
934,Garganacl,9,Rock Salt Pokémon,"['Purifying Salt', 'Sturdy', 'Clear Body']",2.2999999999999998,240,Rock,,500,100,100,130,45,90,35,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,2560,50,0,0,0
935,Charcadet,9,Fire Child Pokémon,"['Flash Fire', 'Flame Body']",0.59999999999999987,10.5,Fire,,255,40,50,40,50,40,35,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,90,4480,50,0,0,0
936,Armarouge,9,Fire Warrior Pokémon,"['Flash Fire', 'Weak Armor']",1.5,85,Fire,Psychic,525,85,60,100,125,80,75,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,25,4480,20,0,0,0
937,Ceruledge,9,Fire Blades Pokémon,"['Flash Fire', 'Weak Armor']",1.6000000000000001,62,Fire,Ghost,525,75,125,80,60,100,85,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,25,4480,20,0,0,0
938,Tadbulb,9,EleTadpole Pokémon,"['Own Tempo', 'Static', 'Damp']",0.29999999999999988,0.40000000000000002,Electric,,272,61,31,41,59,35,45,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,190,2560,50,0,0,0
939,Bellibolt,9,EleFrog Pokémon,"['Electromorphosis', 'Static', 'Damp']",1.2,113,Electric,,495,109,64,91,103,83,45,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,2560,50,0,0,0
940,Wattrel,9,Storm Petrel Pokémon,"['Wind Power', 'Volt Absorb', 'Competitive']",0.40000000000000002,3.6000000000000001,Electric,Flying,280,40,40,35,55,40,70,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,180,2560,50,0,0,0
941,Kilowattrel,9,Frigatebird Pokémon,"['Wind Power', 'Volt Absorb', 'Competitive']",1.3999999999999999,38.600000000000001,Electric,Flying,490,70,70,60,105,60,125,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,90,2560,50,0,0,0
942,Maschiff,9,Rascal Pokémon,"['Intimidate', 'Run Away', 'Stakeout']",0.5,16,Dark,,340,60,78,60,40,51,51,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,150,2560,50,0,0,0
943,Mabosstiff,9,Boss Pokémon,"['Intimidate', 'Guard Dog', 'Stakeout']",1.1000000000000001,61,Dark,,505,80,120,90,60,70,85,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,75,2560,50,0,0,0
944,Shroodle,9,Toxic Mouse Pokémon,"['Unburden', 'Pickpocket', 'Prankster']",0.20000000000000001,0.69999999999999984,Poison,Normal,290,40,65,35,40,35,75,0.5,1,1,1,0.5,1,1,1,0,0.5,2,1,1,0.5,2,1,1,1,190,2560,50,0,0,0
945,Grafaiai,9,Toxic Monkey Pokémon,"['Unburden', 'Poison Touch', 'Prankster']",0.69999999999999984,27.199999999999999,Poison,Normal,485,63,95,65,80,72,110,0.5,1,1,1,0.5,1,1,1,0,0.5,2,1,1,0.5,2,1,1,1,90,2560,50,0,0,0
946,Bramblin,9,Tumbleweed Pokémon,"['Wind Rider', 'Infiltrator']",0.59999999999999987,0.59999999999999987,Grass,Ghost,275,40,65,30,45,35,60,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,190,2560,50,0,0,0
947,Brambleghast,9,Tumbleweed Pokémon,"['Wind Rider', 'Infiltrator']",1.2,6,Grass,Ghost,480,55,115,70,80,70,90,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,45,2560,50,0,0,0
948,Toedscool,9,Woodear Pokémon,['Mycelium Might'],0.90000000000000002,33,Ground,Grass,335,40,40,35,50,100,70,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,190,2560,50,0,0,0
949,Toedscruel,9,Woodear Pokémon,['Mycelium Might'],1.8999999999999999,58,Ground,Grass,515,80,70,65,80,120,100,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,90,2560,50,0,0,0
950,Klawf,9,Ambush Pokémon,"['Anger Shell', 'Shell Armor', 'Regenerator']",1.3,79,Rock,,450,70,100,115,35,55,75,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,120,4480,50,0,0,0
951,Capsakid,9,Spicy Pepper Pokémon,"['Chlorophyll', 'Insomnia', 'Klutz']",0.29999999999999988,3,Grass,,304,50,62,40,62,40,50,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,190,2560,50,0,0,0
952,Scovillain,9,Spicy Pepper Pokémon,"['Chlorophyll', 'Insomnia', 'Moody']",0.90000000000000002,15,Grass,Fire,486,65,108,65,108,65,75,1,1,1,0.5,0.5,1,1,2,1,0.25,1,1,1,2,1,2,0.5,1,75,2560,50,0,0,0
953,Rellor,9,Rolling Pokémon,"['Compound Eyes', 'Shed Skin']",0.20000000000000001,1,Bug,,270,41,50,60,31,58,30,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,190,2560,50,0,0,0
954,Rabsca,9,Rolling Pokémon,"['Synchronize', 'Telepathy']",0.29999999999999988,3.5,Bug,Psychic,470,75,50,85,115,100,45,2,2,1,1,1,0.25,2,2,2,0.5,0.5,1,1,1,0.5,2,1,1,45,2560,50,0,0,0
955,Flittle,9,Frill Pokémon,"['Anticipation', 'Frisk', 'Speed Boost']",0.20000000000000001,1.5,Psychic,,255,30,35,30,55,30,75,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,120,2560,50,0,0,0
956,Espathra,9,Ostrich Pokémon,"['Opportunist', 'Frisk', 'Speed Boost']",1.8999999999999999,90,Psychic,,481,95,60,60,101,60,105,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,60,2560,50,0,0,0
957,Tinkatink,9,Metalsmith Pokémon,"['Mold Breaker', 'Own Tempo', 'Pickpocket']",0.40000000000000002,8.9000000000000004,Fairy,Steel,297,50,45,45,35,64,58,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,190,2560,50,0,0,0
958,Tinkatuff,9,Hammer Pokémon,"['Mold Breaker', 'Own Tempo', 'Pickpocket']",0.69999999999999984,59.100000000000001,Fairy,Steel,380,65,55,55,45,82,78,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,90,2560,50,0,0,0
959,Tinkaton,9,Hammer Pokémon,"['Mold Breaker', 'Own Tempo', 'Pickpocket']",0.69999999999999984,112.8,Fairy,Steel,506,85,75,77,70,105,94,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,45,2560,50,0,0,0
960,Wiglett,9,Garden Eel Pokémon,"['Gooey', 'Rattled', 'Sand Veil']",1.2,1.8,Water,,245,10,55,25,35,25,95,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,255,2560,50,0,0,0
961,Wugtrio,9,Garden Eel Pokémon,"['Gooey', 'Rattled', 'Sand Veil']",1.2,5.4000000000000004,Water,,425,35,100,50,50,70,120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,2560,50,0,0,0
962,Bombirdier,9,Item Drop Pokémon,"['Big Pecks', 'Keen Eye', 'Rocky Payload']",1.5,42.899999999999999,Flying,Dark,485,70,103,85,60,85,82,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,25,4480,50,0,0,0
963,Finizen,9,Dolphin Pokémon,['Water Veil'],1.3,60.200000000000003,Water,,315,70,45,40,45,40,75,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,200,5120,50,0,0,0
964,Palafin-Zero,9,Dolphin PokémonHero Pokémon,['Zero to Hero'],1.3,60.200000000000003,Water,,457,100,70,72,53,62,100,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,,50,0,0,0
964,Palafin,9,Dolphin PokémonHero Pokémon,['Zero to Hero'],1.8,97.400000000000006,Water,,650,100,160,97,106,87,100,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,,50,0,0,0
965,Varoom,9,Single-Cyl Pokémon,"['Overcoat', 'Slow Start']",1,35,Steel,Poison,300,45,70,63,30,45,47,0.25,1,0.5,1,0.25,1,2,0.5,1,0.25,4,0.5,0.5,0,1,0.5,0.5,1,190,2560,50,0,0,0
966,Revavroom,9,Multi-Cyl Pokémon,"['Overcoat', 'Filter', 'Overcoat', 'Filter']",1.8,120,Steel,Poison,500,80,119,90,54,67,90,0.25,1,0.5,1,0.25,1,2,0.5,1,0.25,4,0.5,0.5,0,1,0.5,0.5,1,75,2560,50,0,0,0
967,Cyclizar,9,Mount Pokémon,"['Shed Skin', 'Regenerator']",1.6000000000000001,63,Dragon,Normal,501,70,95,65,85,65,121,1,1,2,0.5,2,2,0.5,1,0,0.5,1,2,1,1,1,1,1,0.5,190,3840,50,0,0,0
